,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
204,Ryan Thomas,0,Taylor,Submission,2008-11-15,"Las Vegas, Nevada",Welterweight,160.0,-100.0,American,1.0,0.0,0.0
205,Ryan Thomas,0,Taylor,Submission,2008-08-09,"Minneapolis, Minnesota",Welterweight,225.0,-100.0,American,0.0,0.0,0.0
206,Cyrille Diabate,0,Ilir Latifi,Submission,2014-03-08,London,Light Heavyweight/Heavyweight,-125.0,-125.0,French,1.0,1.0,2.0
207,Cyrille Diabate,0,Jimi Manuwa,TKO,2013-02-16,London,Light Heavyweight/Heavyweight,146.0,-100.0,French,0.0,1.0,2.0
208,Cyrille Diabate,1,Chad Griggs,Submission,2012-11-17,"Montreal, Quebec",Light Heavyweight/Heavyweight,110.0,110.0,French,0.0,1.0,2.0
209,Cyrille Diabate,1,Tom DeBlass,Decision,2012-04-14,Stockholm,Light Heavyweight/Heavyweight,145.0,145.0,French,1.0,1.0,1.0
210,Cyrille Diabate,0,Anthony Perosh,Submission,2011-11-05,Birmingham,Light Heavyweight/Heavyweight,-500.0,-500.0,French,0.0,1.0,1.0
211,Cyrille Diabate,1,Steve Cantwell,Decision,2011-03-03,"Louisville, Kentucky",Light Heavyweight/Heavyweight,100.0,100.0,French,1.0,1.0,0.0
212,Cyrille Diabate,0,Alexander Gustafsson,Submission,2010-10-16,London,Light Heavyweight/Heavyweight,-120.0,-120.0,French,0.0,1.0,0.0
213,Cyrille Diabate,1,Luiz Cane,TKO,2010-05-29,Las Vegas,Light Heavyweight/Heavyweight,400.0,400.0,French,0.0,0.0,0.0
214,Frankie Saenz,1,Sirwan Kakai,Decision,2015-08-08,"Nashville, Tennessee",Bantamweight/Featherweight,-130.0,100.0,American,0.0,0.0,2.0
215,Frankie Saenz,1,Iuri Alcantara,Decision,2015-02-22,Porto Alegre,Bantamweight/Featherweight,225.0,225.0,American,0.0,0.0,1.0
216,Frankie Saenz,1,Nolan Ticman,Decision,2014-08-16,"Bangor, Maine",Bantamweight/Featherweight,-170.0,100.0,American,0.0,0.0,0.0
217,Forrest Griffin,1,Tito Ortiz,Decision,2012-07-07,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-295.0,100.0,American,1.0,0.0,4.0
218,Forrest Griffin,0,Mauricio Rua,TKO,2011-08-27,Rio de Janeiro,Light Heavyweight/Heavyweight,125.0,-100.0,American,0.0,0.0,4.0
219,Forrest Griffin,1,Rich Franklin,Decision,2011-02-05,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,110.0,110.0,American,0.0,0.0,3.0
220,Forrest Griffin,1,Tito Ortiz,Decision,2009-11-21,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-105.0,100.0,American,2.0,0.0,2.0
221,Forrest Griffin,0,Anderson Silva,TKO,2009-08-08,"Philadelphia, Pennsylvania",Light Heavyweight/Heavyweight,190.0,-100.0,American,1.0,0.0,2.0
222,Forrest Griffin,0,Rashad Evans,TKO,2008-12-27,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-115.0,-115.0,American,0.0,0.0,2.0
223,Forrest Griffin,1,Quinton Jackson,Decision,2008-07-05,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,280.0,280.0,American,0.0,0.0,1.0
224,Forrest Griffin,1,Mauricio Rua,Submission,2007-09-22,"Anaheim, California",Light Heavyweight/Heavyweight,250.0,250.0,American,0.0,0.0,1.0
225,Forrest Griffin,1,Hector Ramirez,Decision,2007-06-16,"Belfast, Northern Ireland",Light Heavyweight/Heavyweight,-250.0,100.0,American,0.0,0.0,0.0
226,Carlos Eduardo Rocha,0,Mike Pierce,Decision,2012-06-08,"Sunrise, Florida",Welterweight,170.0,-100.0,Brazilian,1.0,0.0,0.0
227,Carlos Eduardo Rocha,0,Jake Ellenberger,Decision,2011-02-05,Las Vegas,Welterweight,230.0,-100.0,Brazilian,0.0,0.0,0.0
228,Carlos Eduardo Rocha,1,Kris McCray,Submission,2010-11-13,"Oberhausen, Germany",Welterweight,-105.0,100.0,Brazilian,0.0,0.0,0.0
229,Tim Boetsch,0,Dan Henderson,TKO,2015-06-06,"New Orleans, Louisiana",Middleweight/Light Heavyweight/Heavyweight,-170.0,-170.0,American,1.0,4.0,5.0
230,Tim Boetsch,0,Thales Leites,Submission,2015-01-31,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,190.0,-100.0,American,0.0,4.0,5.0
231,Tim Boetsch,1,Brad Tavares,TKO,2014-08-16,"Bangor, Maine",Middleweight/Light Heavyweight/Heavyweight,190.0,190.0,American,1.0,3.0,5.0
232,Tim Boetsch,0,Luke Rockhold,Submission,2014-04-26,"Baltimore, Maryland",Middleweight/Light Heavyweight/Heavyweight,400.0,-100.0,American,0.0,3.0,5.0
233,Tim Boetsch,1,C.B. Dollaway,Decision,2013-10-19,"Houston, Texas",Middleweight/Light Heavyweight/Heavyweight,-240.0,100.0,American,2.0,3.0,4.0
234,Tim Boetsch,0,Mark Munoz,Decision,2013-07-06,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-125.0,-125.0,American,1.0,3.0,4.0
235,Tim Boetsch,0,Costas Philippou,TKO,2012-12-29,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-145.0,-145.0,American,0.0,3.0,4.0
236,Tim Boetsch,1,Hector Lombard,Decision,2012-07-21,"Calgary, Alberta",Middleweight/Light Heavyweight/Heavyweight,240.0,240.0,American,0.0,3.0,3.0
237,Tim Boetsch,1,Yushin Okami,TKO,2012-02-26,Saitama,Middleweight/Light Heavyweight/Heavyweight,215.0,215.0,American,0.0,2.0,3.0
238,Tim Boetsch,1,Nick Ring,Decision,2011-09-24,"Denver, Colorado",Middleweight/Light Heavyweight/Heavyweight,-125.0,100.0,American,0.0,2.0,2.0
239,Tim Boetsch,1,Kendall Grove,Decision,2011-05-28,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,115.0,115.0,American,1.0,2.0,1.0
240,Tim Boetsch,0,Phil Davis,Submission,2010-11-20,"Auburn Hills, Michigan",Middleweight/Light Heavyweight/Heavyweight,400.0,-100.0,American,0.0,2.0,1.0
241,Tim Boetsch,1,Todd Brown,Decision,2010-08-07,"Oakland, California",Middleweight/Light Heavyweight/Heavyweight,-325.0,100.0,American,1.0,2.0,0.0
242,Tim Boetsch,0,Jason Brilz,Decision,2009-03-07,"Columbus, Ohio",Middleweight/Light Heavyweight/Heavyweight,-280.0,-280.0,American,0.0,2.0,0.0
243,Tim Boetsch,1,Michael Patt,TKO,2008-09-06,"Atlanta, Georgia",Middleweight/Light Heavyweight/Heavyweight,-310.0,100.0,American,1.0,1.0,0.0
244,Tim Boetsch,0,Matt Hamill,TKO,2008-04-02,"Broomfield, Colorado",Middleweight/Light Heavyweight/Heavyweight,160.0,-100.0,American,0.0,1.0,0.0
245,Tim Boetsch,1,David Heath,TKO,2008-02-02,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,205.0,205.0,American,0.0,0.0,0.0
246,Roger Narvaez,0,Elias Theodorou,TKO,2015-03-14,"Dallas, Texas",Middleweight,235.0,-100.0,American,0.0,0.0,1.0
247,Roger Narvaez,1,Luke Barnatt,Decision,2014-11-22,"Austin, Texas",Middleweight,235.0,235.0,American,1.0,0.0,0.0
248,Roger Narvaez,0,Patrick Cummins,TKO,2014-06-07,"Albuquerque, New Mexico",Middleweight,270.0,-100.0,American,0.0,0.0,0.0
249,Charlie Valencia,0,Ivan Menjivar,TKO,2011-04-30,"Toronto, Ontario",Bantamweight,105.0,-100.0,American,0.0,0.0,0.0
250,Eddie Sanchez,0,Justin McCully,Decision,2008-12-10,"Fayetteville, North Carolina",Heavyweight,-175.0,-175.0,American,1.0,2.0,0.0
251,Eddie Sanchez,0,Antoni Hardonk,TKO,2008-06-07,London,Heavyweight,215.0,-100.0,American,0.0,2.0,0.0
252,Eddie Sanchez,1,Soa Palelei,TKO,2007-12-29,"Las Vegas, Nevada",Heavyweight,130.0,130.0,American,0.0,1.0,0.0
253,Eddie Sanchez,1,Colin Robinson,TKO,2007-06-16,Belfast,Heavyweight,-200.0,100.0,American,0.0,0.0,0.0
254,John Hathaway,0,Dong Hyun Kim,TKO,2014-03-01,Macau,Welterweight,200.0,-100.0,English,0.0,1.0,6.0
255,John Hathaway,1,John Maguire,Decision,2012-09-29,Nottingham,Welterweight,-450.0,100.0,English,0.0,1.0,5.0
256,John Hathaway,1,Pascal Krauss,Decision,2012-05-05,"East Rutherford, New Jersey",Welterweight,-275.0,100.0,English,0.0,1.0,4.0
257,John Hathaway,1,Kris McCray,Decision,2011-03-26,"Seattle, Washington",Welterweight,-280.0,100.0,English,1.0,1.0,3.0
258,John Hathaway,0,Mike Pyle,Decision,2010-10-16,London,Welterweight,-475.0,-475.0,English,0.0,1.0,3.0
259,John Hathaway,1,Diego Sanchez,Decision,2010-05-29,"Las Vegas, Nevada",Welterweight,330.0,330.0,English,0.0,1.0,2.0
260,John Hathaway,1,Paul Taylor,Decision,2009-11-14,Manchester,Welterweight,-170.0,100.0,English,0.0,1.0,1.0
261,John Hathaway,1,Rick Story,Decision,2009-06-13,Cologne,Welterweight,-650.0,100.0,English,0.0,1.0,0.0
262,John Hathaway,1,Tom Egan,TKO,2009-01-17,Dublin,Welterweight,-200.0,100.0,English,0.0,0.0,0.0
263,Nate Quarry,0,Jorge Rivera,TKO,2010-03-31,"Charlotte, North Carolina",Middleweight,-325.0,-325.0,American,0.0,2.0,2.0
264,Nate Quarry,1,Tim Credeur,Decision,2009-09-16,"Oklahoma City, Oklahoma",Middleweight,-280.0,100.0,American,0.0,2.0,1.0
265,Nate Quarry,1,Jason MacDonald,TKO,2009-04-18,"Montreal, Quebec",Middleweight,-130.0,100.0,American,1.0,1.0,1.0
266,Nate Quarry,0,Demian Maia,Submission,2008-11-15,"Las Vegas, Nevada",Middleweight,180.0,-100.0,American,0.0,1.0,1.0
267,Nate Quarry,1,Kalib Starnes,Decision,2008-04-19,"Montreal, Quebec",Middleweight,-600.0,100.0,American,0.0,1.0,0.0
268,Nate Quarry,1,Pete Sell,TKO,2007-09-19,"Las Vegas, Nevada",Middleweight,-450.0,100.0,American,0.0,0.0,0.0
269,Iuri Alcantara,1,Leandro Issa,Decision,2015-08-01,Rio de Janeiro,Bantamweight/Featherweight/Lightweight/Welterweight,-505.0,100.0,Brazilian,1.0,2.0,4.0
270,Iuri Alcantara,0,Frankie Saenz,Decision,2015-02-22,Porto Alegre,Bantamweight/Featherweight/Lightweight/Welterweight,-305.0,-305.0,Brazilian,0.0,2.0,4.0
271,Iuri Alcantara,1,Russell Doane,Decision,2014-09-13,Brasilia,Bantamweight/Featherweight/Lightweight/Welterweight,-230.0,100.0,Brazilian,0.0,2.0,3.0
272,Iuri Alcantara,1,Vaughan Lee,TKO,2014-05-31,Berlin,Bantamweight/Featherweight/Lightweight/Welterweight,-390.0,100.0,Brazilian,0.0,1.0,3.0
273,Iuri Alcantara,1,Wilson Reis,Decision,2014-02-15,Jaragua do Sul,Bantamweight/Featherweight/Lightweight/Welterweight,-215.0,100.0,Brazilian,1.0,1.0,2.0
274,Iuri Alcantara,0,Urijah Faber,Decision,2013-08-17,"Boston, Massachusetts",Bantamweight/Featherweight/Lightweight/Welterweight,260.0,-100.0,Brazilian,0.0,1.0,2.0
275,Iuri Alcantara,1,Iliarde Santos,TKO,2013-05-18,Jaragua do Sul,Bantamweight/Featherweight/Lightweight/Welterweight,-385.0,100.0,Brazilian,0.0,0.0,2.0
277,Iuri Alcantara,0,Hacran Dias,Decision,2012-06-23,Belo Horizonte,Bantamweight/Featherweight/Lightweight/Welterweight,-270.0,-270.0,Brazilian,0.0,0.0,2.0
278,Iuri Alcantara,1,Michihiro Omigawa,Decision,2012-01-14,Rio de Janeiro,Bantamweight/Featherweight/Lightweight/Welterweight,-123.0,100.0,Brazilian,0.0,0.0,1.0
279,Iuri Alcantara,1,Felipe Arantes,Decision,2011-08-27,Rio de Janeiro,Bantamweight/Featherweight/Lightweight/Welterweight,-275.0,100.0,Brazilian,0.0,0.0,0.0
280,Jason Tan,0,Kim Dong-Hyun,TKO,2008-05-24,"Las Vegas, Nevada",Welterweight,225.0,-100.0,English,1.0,0.0,0.0
281,Jason Tan,0,Marcus Davis,TKO,2007-06-16,Belfast,Welterweight,300.0,-100.0,English,0.0,0.0,0.0
282,Hans Stringer,0,Ilir Latifi,TKO,2015-07-18,Glasgow,,150.0,-100.0,Dutch,1.0,0.0,1.0
283,Hans Stringer,0,Fabio Maldonado,TKO,2014-10-25,Rio de Janeiro,,-110.0,-110.0,Dutch,0.0,0.0,1.0
284,Hans Stringer,1,Francimar Barroso,Decision,2014-03-23,Natal,,100.0,100.0,Dutch,0.0,0.0,0.0
286,Chris Kelades,0,Ray Borg,Submission,2015-02-14,"Broomfield, Colorado",Bantamweight/Flyweight,260.0,-100.0,Canadian,0.0,0.0,1.0
287,Chris Kelades,1,Paddy Holohan,Decision,2014-10-04,"Halifax, Nova Scotia",Bantamweight/Flyweight,285.0,285.0,Canadian,0.0,0.0,0.0
288,Rory Singer,0,Jason MacDonald,TKO,2007-06-16,"Belfast, Northern Ireland",Middleweight/Light Heavyweight/Heavyweight,155.0,-100.0,American,0.0,0.0,0.0
289,Jared Rosholt,1,Timothy Johnson,Decision,2015-08-08,"Nashville, Tennessee",Heavyweight,-230.0,100.0,American,0.0,1.0,3.0
290,Jared Rosholt,1,Josh Copeland,TKO,2015-03-14,"Dallas, Texas",Heavyweight,-230.0,100.0,American,1.0,0.0,3.0
291,Jared Rosholt,0,Oleksiy Oliynyk,TKO,2014-11-22,"Austin, Texas",Heavyweight,-230.0,-230.0,American,0.0,0.0,3.0
292,Jared Rosholt,1,Soa Palelei,Decision,2014-06-28,Auckland,Heavyweight,-230.0,100.0,American,0.0,0.0,2.0
293,Jared Rosholt,1,Daniel Omielanczuk,Decision,2014-04-11,Abu Dhabi,Heavyweight,-230.0,100.0,American,0.0,0.0,1.0
294,Jared Rosholt,1,Walt Harris,Decision,2013-11-30,"Las Vegas, Nevada",Heavyweight,-230.0,100.0,American,0.0,0.0,0.0
295,Justin Buchholz,0,Mac Danzig,Decision,2010-02-06,"Las Vegas, Nevada",Lightweight,220.0,-100.0,American,2.0,0.0,0.0
296,Justin Buchholz,0,Jeremy Stephens,TKO,2009-09-16,"Oklahoma City, Oklahoma",Lightweight,190.0,-100.0,American,1.0,0.0,0.0
297,Justin Buchholz,0,Terry Etim,Submission,2009-06-13,Cologne,Lightweight,200.0,-100.0,American,0.0,0.0,0.0
298,Justin Buchholz,1,Corey Hill,Submission,2008-07-05,"Las Vegas, Nevada",Lightweight,160.0,160.0,American,1.0,0.0,0.0
299,Justin Buchholz,0,Matt Wiman,Submission,2008-01-23,"Las Vegas, Nevada",Lightweight,180.0,-100.0,American,0.0,0.0,0.0
300,Stanislav Nedkov,0,Nikita Krylov,Submission,2015-01-24,Stockholm,Middleweight/Light Heavyweight/Heavyweight,-120.0,-120.0,Bulgarian,1.0,1.0,0.0
301,Stanislav Nedkov,0,Tom Watson,TKO,2013-02-16,London,Middleweight/Light Heavyweight/Heavyweight,-120.0,-120.0,Bulgarian,0.0,1.0,0.0
303,Stanislav Nedkov,1,Luiz Cane,TKO,2011-08-27,Rio de Janeiro,Middleweight/Light Heavyweight/Heavyweight,140.0,140.0,Bulgarian,0.0,0.0,0.0
304,Greg Soto,0,Daniel Roberts,Submission,2011-01-01,Las Vegas,Welterweight,-115.0,-115.0,American,0.0,0.0,1.0
305,Greg Soto,1,Nick Osipczak,Decision,2010-08-28,"Boston, Massachusetts",Welterweight,-135.0,100.0,American,1.0,0.0,0.0
306,Greg Soto,0,Matthew Riddle,,2010-03-27,"Newark, New Jersey",Welterweight,177.0,-100.0,American,0.0,0.0,0.0
307,Ali Bagautinov,0,Demetrious Johnson,Decision,2014-06-14,"Vancouver, British Columbia",Flyweight,305.0,-100.0,Russian,0.0,1.0,2.0
308,Ali Bagautinov,1,John Lineker,Decision,2014-02-01,"Newark, New Jersey",Flyweight,-125.0,100.0,Russian,0.0,1.0,1.0
309,Ali Bagautinov,1,Tim Elliott,Decision,2013-11-16,Las Vegas,Flyweight,160.0,160.0,Russian,0.0,1.0,0.0
310,Ali Bagautinov,1,Marcos Vinicius,TKO,2013-09-04,Belo Horizonte,Flyweight,-260.0,100.0,Russian,0.0,0.0,0.0
311,Alan Jouban,1,Matt Dwyer,Decision,2015-07-15,"San Diego, California",Welterweight,-405.0,100.0,American,0.0,2.0,0.0
312,Alan Jouban,1,Richard Walsh,TKO,2015-02-28,"Los Angeles, California",Welterweight,-385.0,100.0,American,1.0,1.0,0.0
313,Alan Jouban,0,Warlley Alves,Decision,2014-11-08,Uberlandia,Welterweight,170.0,-100.0,American,0.0,1.0,0.0
314,Alan Jouban,1,Seth Baczynski,TKO,2014-08-16,"Bangor, Maine",Welterweight,145.0,145.0,American,0.0,0.0,0.0
315,David Bielkheden,0,Mark Bocek,Submission,2009-04-18,"Montreal, Quebec",Lightweight/Welterweight,230.0,-100.0,Swedish,0.0,0.0,1.0
316,David Bielkheden,1,Jess Liaudin,Decision,2008-10-18,Birmingham,Lightweight/Welterweight,-120.0,100.0,Swedish,1.0,0.0,0.0
317,David Bielkheden,0,Diego Sanchez,Submission,2008-03-01,"Columbus, Ohio",Lightweight/Welterweight,400.0,-100.0,Swedish,0.0,0.0,0.0
318,Anthony Njokuani,0,Daron Cruickshank,Decision,2014-10-04,"Halifax, Nova Scotia",Lightweight,-115.0,-115.0,"American
Nigerian",1.0,1.0,2.0
319,Anthony Njokuani,0,Vinc Pichel,Decision,2014-05-24,"Las Vegas, Nevada",Lightweight,-245.0,-245.0,"American
Nigerian",0.0,1.0,2.0
320,Anthony Njokuani,1,Roger Bowling,TKO,2013-04-20,"San Jose, California",Lightweight,-210.0,100.0,"American
Nigerian",1.0,0.0,2.0
321,Anthony Njokuani,0,Rafael dos Anjos,Decision,2012-07-11,"San Jose, California",Lightweight,120.0,-100.0,"American
Nigerian",0.0,0.0,2.0
322,Anthony Njokuani,1,John Makdessi,Decision,2012-04-21,"Atlanta, Georgia",Lightweight,-150.0,100.0,"American
Nigerian",1.0,0.0,1.0
323,Anthony Njokuani,0,Danny Castillo,Decision,2011-12-30,"Las Vegas, Nevada",Lightweight,120.0,-100.0,"American
Nigerian",0.0,0.0,1.0
324,Anthony Njokuani,1,Andre Winner,Decision,2011-07-02,"Las Vegas, Nevada",Lightweight,-120.0,100.0,"American
Nigerian",1.0,0.0,0.0
325,Anthony Njokuani,0,Edson Barboza,Decision,2011-03-19,"Newark, New Jersey",Lightweight,220.0,-100.0,"American
Nigerian",0.0,0.0,0.0
326,Ben Rothwell,1,Matt Mitrione,Submission,2015-06-06,"New Orleans, Louisiana",Heavyweight,125.0,125.0,American,0.0,3.0,1.0
327,Ben Rothwell,1,Alistair Overeem,TKO,2014-09-05,"Ledyard, Connecticut",Heavyweight,260.0,260.0,American,0.0,2.0,1.0
328,Ben Rothwell,1,Brandon Vera,TKO,2013-08-31,"Milwaukee, Wisconsin",Heavyweight,-130.0,100.0,American,1.0,1.0,1.0
329,Ben Rothwell,0,Gabriel Gonzaga,Submission,2013-01-19,Sao Paulo,Heavyweight,-175.0,-175.0,American,0.0,1.0,1.0
330,Ben Rothwell,1,Brendan Schaub,TKO,2012-04-21,"Atlanta, Georgia",Heavyweight,250.0,250.0,American,1.0,0.0,1.0
331,Ben Rothwell,0,Mark Hunt,Decision,2011-09-24,"Denver, Colorado",Heavyweight,-420.0,-420.0,American,0.0,0.0,1.0
332,Ben Rothwell,1,Gilbert Yvel,Decision,2010-06-12,"Vancouver, British Columbia",Heavyweight,-150.0,100.0,American,1.0,0.0,0.0
333,Ben Rothwell,0,Cain Velasquez,TKO,2009-10-24,"Los Angeles, California",Heavyweight,170.0,-100.0,American,0.0,0.0,0.0
334,Vitor Belfort,0,Chris Weidman,TKO,2015-05-23,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,310.0,-100.0,Brazilian,0.0,5.0,0.0
335,Vitor Belfort,1,Dan Henderson,TKO,2013-11-09,Goiania,Middleweight/Light Heavyweight/Heavyweight,-215.0,100.0,Brazilian,0.0,4.0,0.0
336,Vitor Belfort,1,Luke Rockhold,TKO,2013-05-18,Jaragua do Sul,Middleweight/Light Heavyweight/Heavyweight,-140.0,100.0,Brazilian,0.0,3.0,0.0
337,Vitor Belfort,1,Michael Bisping,TKO,2013-01-19,Sao Paulo,Middleweight/Light Heavyweight/Heavyweight,-160.0,100.0,Brazilian,1.0,2.0,0.0
338,Vitor Belfort,0,Jon Jones,Submission,2012-09-22,"Toronto, Ontario",Middleweight/Light Heavyweight/Heavyweight,625.0,-100.0,Brazilian,0.0,2.0,0.0
339,Vitor Belfort,1,Anthony Johnson,Submission,2012-01-14,Rio de Janeiro,Middleweight/Light Heavyweight/Heavyweight,-170.0,100.0,Brazilian,0.0,2.0,0.0
340,Vitor Belfort,1,Yoshihiro Akiyama,TKO,2011-08-06,"Philadelphia, Pennsylvania",Middleweight/Light Heavyweight/Heavyweight,-285.0,100.0,Brazilian,1.0,1.0,0.0
341,Vitor Belfort,0,Anderson Silva,TKO,2011-02-05,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,250.0,-100.0,Brazilian,0.0,1.0,0.0
342,Vitor Belfort,1,Rich Franklin,TKO,2009-09-19,"Dallas, Texas",Middleweight/Light Heavyweight/Heavyweight,-110.0,100.0,Brazilian,0.0,0.0,0.0
343,John Maguire,0,Mitch Clarke,Decision,2013-06-15,"Winnipeg, Manitoba",Lightweight/Welterweight/Middleweight,-245.0,-245.0,British,2.0,0.0,1.0
344,John Maguire,0,Matthew Riddle,Decision,2012-11-17,"Montreal, Quebec",Lightweight/Welterweight/Middleweight,170.0,-100.0,British,1.0,0.0,1.0
345,John Maguire,0,John Hathaway,Decision,2012-09-29,Nottingham,Lightweight/Welterweight/Middleweight,300.0,-100.0,British,0.0,0.0,1.0
346,John Maguire,1,DaMarques Johnson,Submission,2012-04-14,Stockholm,Lightweight/Welterweight/Middleweight,110.0,110.0,British,0.0,0.0,1.0
347,John Maguire,1,Justin Edwards,Decision,2011-11-05,Birmingham,Lightweight/Welterweight/Middleweight,-115.0,100.0,British,0.0,0.0,0.0
348,David Loiseau,0,Mario Miranda,TKO,2010-06-12,"Vancouver, British Columbia",Middleweight,-115.0,-115.0,Canadian,1.0,0.0,0.0
349,David Loiseau,0,Ed Herman,Decision,2009-04-18,Montreal,Middleweight,-140.0,-140.0,Canadian,0.0,0.0,0.0
350,Renzo Gracie,0,Matt Hughes,TKO,2010-04-10,Abu Dhabi,Welterweight/Middleweight,230.0,-100.0,Brazilian,0.0,0.0,0.0
351,Brian Foster,1,Matt Brown,Submission,2010-11-20,"Auburn Hills, Michigan",Welterweight,-130.0,100.0,American,0.0,1.0,0.0
352,Brian Foster,1,Forrest Petz,TKO,2010-09-15,"Austin, Texas",Welterweight,-275.0,100.0,American,1.0,0.0,0.0
353,Brian Foster,0,Chris Lytle,Submission,2010-02-21,Sydney,Welterweight,170.0,-100.0,American,0.0,0.0,0.0
354,Brian Foster,1,Brock Larson,Submission,2009-11-21,"Las Vegas, Nevada, United States",Welterweight,400.0,400.0,American,1.0,0.0,0.0
355,Brian Foster,0,Rick Story,Submission,2009-09-19,"Dallas, Texas",Welterweight,-105.0,-105.0,American,0.0,0.0,0.0
356,Kalib Starnes,0,Nate Quarry,Decision,2008-04-19,"Montreal, Quebec",Middleweight/Light Heavyweight/Heavyweight,400.0,-100.0, Canadian,1.0,0.0,0.0
357,Kalib Starnes,0,Alan Belcher,TKO,2007-10-20,"Cincinnati, Ohio",Middleweight/Light Heavyweight/Heavyweight,-140.0,-140.0, Canadian,0.0,0.0,0.0
359,Thiago Tavares,0,Brian Ortega,TKO,2015-06-06,"New Orleans, Louisiana",Featherweight/Lightweight,-190.0,-190.0,Brazilian,0.0,1.0,3.0
360,Thiago Tavares,1,Robbie Peralta,Submission,2014-08-16,"Bangor, Maine",Featherweight/Lightweight,-165.0,100.0,Brazilian,0.0,1.0,3.0
361,Thiago Tavares,1,Justin Salas,Submission,2013-11-09,Goiania,Featherweight/Lightweight,-210.0,100.0,Brazilian,1.0,1.0,3.0
362,Thiago Tavares,0,Khabib Nurmagomedov,TKO,2013-01-19,Sao Paulo,Featherweight/Lightweight,110.0,-100.0,Brazilian,0.0,1.0,3.0
363,Thiago Tavares,1,Sam Stout,Decision,2012-01-14,Rio de Janeiro,Featherweight/Lightweight,115.0,115.0,Brazilian,0.0,1.0,2.0
364,Thiago Tavares,1,Spencer Fisher,TKO,2011-08-27,Rio de Janeiro,Featherweight/Lightweight,-210.0,100.0,Brazilian,1.0,0.0,2.0
365,Thiago Tavares,0,Shane Roller,TKO,2011-03-03,"Louisville, Kentucky",Featherweight/Lightweight,-115.0,-115.0,Brazilian,0.0,0.0,2.0
366,Thiago Tavares,1,Pat Audinwood,Submission,2010-09-25,"Indianapolis, Indiana",Featherweight/Lightweight,-355.0,100.0,Brazilian,0.0,0.0,2.0
368,Thiago Tavares,1,Manvel Gamburyan,Decision,2009-01-31,"Las Vegas, Nevada",Featherweight/Lightweight,-145.0,100.0,Brazilian,2.0,0.0,1.0
369,Thiago Tavares,0,Kurt Pellegrino,Decision,2008-09-06,"Atlanta, Georgia",Featherweight/Lightweight,-235.0,-235.0,Brazilian,1.0,0.0,1.0
370,Thiago Tavares,0,Matt Wiman,TKO,2008-06-07,London,Featherweight/Lightweight,-500.0,-500.0,Brazilian,0.0,0.0,1.0
371,Thiago Tavares,1,Michihiro Omigawa,Decision,2008-01-23,"Las Vegas, Nevada",Featherweight/Lightweight,-500.0,100.0,Brazilian,1.0,0.0,0.0
372,Thiago Tavares,0,Tyson Griffin,Decision,2007-09-22,"Anaheim, California",Featherweight/Lightweight,-110.0,-110.0,Brazilian,0.0,0.0,0.0
373,Eddie Yagin,1,Mark Hominick,Decision,2012-04-21,"Atlanta, Georgia",Featherweight,250.0,250.0,American,1.0,0.0,0.0
374,Eddie Yagin,0,Junior Assuncao,Decision,2011-09-24,"Denver, Colorado",Featherweight,130.0,-100.0,American,0.0,0.0,0.0
375,Marcus Aurelio,0,Evan Dunham,Decision,2009-08-29,Oregon,Lightweight,-215.0,-215.0,Brazilian,2.0,1.0,0.0
376,Marcus Aurelio,0,Hermes Franca,Decision,2008-10-25,Illinois,Lightweight,125.0,-100.0,Brazilian,1.0,1.0,0.0
377,Marcus Aurelio,0,Tyson Griffin,Decision,2008-07-05,Nevada,Lightweight,265.0,-100.0,Brazilian,0.0,1.0,0.0
378,Marcus Aurelio,1,Ryan Roberts,Submission,2008-04-02,Colorado,Lightweight,-800.0,100.0,Brazilian,0.0,1.0,0.0
379,Marcus Aurelio,1,Luke Caudillo,TKO,2007-11-17,New Jersey,Lightweight,-450.0,100.0,Brazilian,1.0,0.0,0.0
380,Marcus Aurelio,0,Clay Guida,Decision,2007-08-25,Nevada,Lightweight,-120.0,-120.0,Brazilian,0.0,0.0,0.0
381,Dan Henderson,1,Tim Boetsch,TKO,2015-06-06,"New Orleans, Louisiana",Middleweight/Light Heavyweight/Heavyweight,130.0,130.0,American,2.0,2.0,3.0
382,Dan Henderson,0,Gegard Mousasi,TKO,2015-01-24,Stockholm,Middleweight/Light Heavyweight/Heavyweight,250.0,-100.0,American,1.0,2.0,3.0
